review_id,text,sentiment
458,"This short is one of the best of all time and is proof (just like most of Charlie Chaplin's work) that sound and color are not requirements for quality work. In fact, this cartoon uses (and may have started) some of the gags and devices that became standard in animation in later years, like caricatures of celebrities (including the afore-mentioned Chaplin. While the characters are silent, they do ""speak"", by use of word balloons, just like in the comics. Given that Felix started out in newspapers as a comic strip, this device is a natural. The atmosphere and style of the short is completely harmonious with that of the comic strip while adding another dimension (literally and figuratively) and makes this short a delight to watch. Well worth taking the time and effort to get. Most highly recommended.",pos
459,"""Two Hands"" is a hilarious Australian gangster movie set in really sultry Sydney. I bet tourists never envisage Sydney and Bondi to look like it did in this film: all sweaty bodies, oppressive nighttime and gangsters in nylon shorts and jandals. Heath Ledger plays an amateur boxer with an eye on becoming part of the local King's Cross boss's gang. He looked rather magnificent in his green wife beater and blue patterned budgie smuggler. A sweaty tattooed bod does become him. I always had him down as a ""Home & Away"" boy, and he has been in that soap, which is a little sweatier than the Weetbix-insipid ""Neighbours"". The film is really worth watching for its combination of sardonic humour and nasty violence - the drowning scene is expected to give me nightmares soon. Totty awards: Country girl love interest city brother and tattooed streetkid.",pos
460,"Having seen many of Wong Kar-Wai's other movies (Happy Together, Fallen Angels, Ashes of Time), I knew what to expect coming in to the theatre; the cinematography would be lush, the use of space and perspective would be varied, the acting would be superb, and at least one of the characters would be consumed by an ineffable loneliness. These are, after all, precisely the techniques that make Wong Kar-Wai's art what it is. What I was not expecting was the degree to which I was drawn into a film that some reviewers dismissed as ""unfinished"" and compelled by characters who ""seemed consumed by ennui.""<br /><br />I find it interesting how people can be so utterly unmoved by a film that so vividly displays emotions and settings many of us take for granted or work ardently to forget: the overwhelming sense of grief stemming from being betrayed; the guilt aroused by the thought of becoming no better than the betrayer; the mundane yet profoundly intimate moments of relationships, where the need to express oneself verbally is utterly superfluous. This is what Wong Kar-Wai attempts to portray in the film and what he achieves so well.<br /><br />Too many Americans are consumed by the need to have every moment of a film filled with stock dialogue; witty banter, disaffected sarcasm and overwrought confessions seem to be the pinnacle of the ""best"" American film has to offer. Wong Kar-Wai sees things very differently. Instead of the character needing to keep the audience apprised of her every feeling, perception or belief, Wong's characters make their feelings and understandings known clearly by facial gestures, body positioning, and, yes, silence.<br /><br />If viewers merely contemplate this film from the standpoint of character development and action, then they may be disappointed by what it has to offer. If they are willing to let themselves try and intuit what the characters are feeling, then they may feel quite differently about what Wong has to offer them.",pos
461,"After gorging myself on a variety of seemingly immature movies purchased on ex-rental DVDs, I figured that the time was right for a little serious drama and who better to provide it than Sam Mendes? For a number of reasons, ""American Beauty"" doesn't appeal to me as much as this film which is easily the darkest thing that Tom Hanks has ever done and probably one of the most underrated films of the last decade. For this is not a simple gangster tale lifted from its graphic novel origins, and is simply wonderful to watch because of it. And despite my usual allergy to any film with Tom Hanks' name on it (still can't watch ""Big"" without wanting a cat to kick), I'm glad I gave this a try because this is one of those movies that you'll kick yourself for if you miss it.<br /><br />Normally squeaky-clean Hanks plays Michael Sullivan, a devoted family man and father of two sons growing up during Prohibition in the early 1930's. He is also a professional hit-man to mob boss John Rooney (Paul Newman) but has managed to keep his job a secret from his sons. But after his eldest (Tyler Hoechlin) witnesses his dad involved in a mob killing, the pair are forced to go on the run as John seeks to tidy the matter up. Soon, father and son are pursued to Chicago where a fellow hit-man (a menacing Jude Law) is waiting for them.<br /><br />On the face of it, it reads like a pretty standard gangster film but as I've said, this isn't really about gangsters at all. It's about the relationship between a father and son thrown together in the most tragic of circumstances. Hanks is (*grits teeth*) superb as the tortured man who finds out that everything has its price and little Hoechlin is also good as Sullivan's son. In all honesty, there is not a single performance that I could single out as weaker than the others - the cast is pretty much faultless. As is the cinematography and costumes (and it's not often I praise costumes!) which recreates the 30's with stunning effect. There has been so much effort to get everything right and it pays off in spades. This could easily have looked rubbish - they admit that the early 30's look was difficult to put down - but it doesn't and that deserves every bit of credit. Chicago especially looks fantastic, lined with hundreds of rickety cars from the era and filled with people in monochrome suits and hats. True time-travel, even if a little CGI is needed.<br /><br />The story is also a winner, offering a human face to what is often seen as a stereotypical genre of movie villain. Law is surprisingly menacing as the almost mechanical killer Maguire and proves that you don't have to be Cagney or De Niro or Brando to play a gangster. The film is decidedly noir-ish, driving rain and ill-lit warehouses predominate but at least violence and killing are (finally) seen to have an emotional and psychological impact on those who perpetrate and those who merely witness such acts. The whole thing is evocative of a previous age and previous movies but it sweeps away the old and refreshes with a modern tale of redemption amid the Tommy-Gun shootouts and extortion rackets. It can feel a little slow in places, especially if you're used to masses of gun-play in movies like most modern audiences (like yours truly) but sometimes, words can speak louder than actions. Mendes has delivered a fine follow-up to his Oscar-winning debut, a film which is as intelligent as it is beautiful to watch. ""Road To Perdition"" may not be to everyone's tastes but this is one DVD I shall not be exchanging anytime soon.",pos
462,"Well. Where to begin. Let's just say this; avoid this movie at all<br /><br />costs. It's based on a cartoon series. The movie makes the cartoon look<br /><br />like Hamlet. Filled with emasculated actors who seem embarrassed to be<br /><br />here, lousy camera work, terrible music, and enough product placement to<br /><br />make you want to never visit Yahoo! again, this movie is really the<br /><br />bottom of the barrel. To quote the New Yorker, Matthew Broderick and<br /><br />Rupert Everett mug their way through this picture with the gay abandon<br /><br />of men who have spotted a rare species of paycheck in the distance.""<br /><br />They should pay us some of the millions they earned for watching it.<br /><br />Awful.",neg
463,"Never mind the serious logic gaps, never mind the achingly cliche character portrayals, never mind the haphazard writing, and you might like this movie. The main character Alyssa was supposed to be endearing, the heroine who you root for to be saved,(or in this case, save herself) But instead she merely grates, and makes one wonder, are all pro ballerinas really that stupid? Her busybody mother was obviously only necessary to further propagate the illusion that ballet companies are evil monsters ready to snatch your poor, innocent, young girl from your grasp, with an ever present, biting artistic director/villain. And the cliche's! Not only does she become anorexic, bulemic, an over the counter junkie, and a pathological liar, but all in the course of a few months. It's like the writer read every horror story he could dig up about ballet and decided to see how much he could cram into two hours, (with commercials).<br /><br />Believe it or not, but I am a dancer. This ""uprising"" or ""resurgence"" of anorexia and bulemia that is happening is nonexistent at all of the dance schools I have attended. In fact, the teachers are so scared to even suggest that a girl might stand a better chance a few pounds lighter, most of the dancers in my classes would be actually considered minorly overweight. I'm not saying eating disorders never occur, but not to the extent as it was portrayed in the movie.<br /><br />Another annoying problem this movie had was the means-to-an-end writing style. Her on again off again boyfriend probably had all of half an hour total screen time, all in the first half. The other supporting characters were merely props, decorations to further the story. Given the right dialogue, this would have been a very intricate mind study of a psycological problem. As it is, it turns into a one woman show, and Kimberly McCullough doesn't have the chutzpah to pull it off.<br /><br />To a non dancer, this movie would be a supposed ""insight"" into what really goes one behind closed doors at a ballet company. To a dancer, this is a very insulting movie, which portrays ballerinas as stupid and parents as pushy and ill informed. Those adjectives more correctly describe the people who got this on the air in the first place. 3/10",neg
464,"Ernesto is a man that makes a living out of duping other solid citizens of their hard earned money. Together with Manco, an older man with a lot of experience, he pulls out capers that allow him to make a decent living, but that is not making him a rich man by any means. Enter Federico, an older man who is more experience in the art of deception. Together with the younger Ernesto they prove a winning combination. That only lasts until Pilar, Federico's former love interest, appears in the picture.<br /><br />This Spanish film directed by Miguel Bardem, is light in tone and pleasant to sit through. Other, better made caper films have been made with much clever plots than this one, but the film is easy to take, and at times, it has a lot of funny situations.<br /><br />This viewer will see Federico Luppi in anything, even reading the telephone directory! He is an actor's actor. We have had the privilege of having seen him in the Buenos Aires stage doing excellent work before his international film career. As Federico, he does what he does best. It's impossible to imagine anyone better in his role. Ernesto Alterio, the son of Hector Alterio, is a young actor who promises to have a great career. Victoria Abril makes Pilar fun as she gets involved with these con men. Miguel Alexandre, a veteran actor, is also good as Manco.",pos
465,"<br /><br />This film has some really impressive action scenes. The humor and action are blended well, though the intensity of the film does not sustain itself till the end. The last scene is a slight anti-climax in terms of action quality and astonishing explosiveness of the scenes preceding it. The humor doesn't seem to be so ridiculously clumsy as in many other Hongkong movies, and this film is of totally other class than most American action-comedies of recent years. Lau Ching-Wan acts as a typical, intuitive police-hero who scoffs at invalid orders from incompetent police superiors. The dialectic of the film is built on the superhuman coolness and ruthlessness of the drug gang, humiliating the police force while providing a serious dose of lead poisoning with a variety of machine guns. Leaving plenty of corpses in it's wake. Yu Rong-Guang is especially impressive as an ultra cool, merciless gangster in this Woo-like piece of action where tough guys are truly die-hard.",pos
466,"A glacier slide inside a cavernous ice mountain sends its three characters whoosh down a never-ending wet-slide tube that has enough kick to dazzle kids the same way mature audience may be dazzled by the star gate sequence that closes 2001: A Space Odyssey. Miles apart in vision, but it is a scene of great rush and excitement nonetheless. A magnificent opening sequence also takes place where a furry squirrel-like critter attempts to hide his precious acorn. You've probably seen this scene in the trailer, but as it takes place he starts a domino effect when the mountain starts cracking and, results, an avalanche. The horror just keeps going as the critter tries to outrun the impossible. <br /><br />The movie traces two characters, a mammoth named Manfred (Ray Romano) and a buck-toothed sloth (John Leguizamo) as they try to migrate south. They find a human baby they adopt and then decide to track the parent figures down to return to them. They are joined by a saber tiger named Diego (Denis Leary) whose predatory intentions is to bring the baby to his tiger clan, by leading the mammoth and the sloth into a trap. Diego's meat-eating family wants the mammoth most of all, but Diego's learned values of friendship make easy what choice to ultimately make at the end. <br /><br />There are fatalistic natural dangers of the world along the trip, including an erupted volcano and a glacier bridge that threatens to melt momentarily that is reminiscent of the castle escape in Shrek. Characters contemplate on why they're in the Ice Age, while they could have called it The Big Chill or the Nippy Era. Some characters wish for a forthcoming global warming. Another great line about the mating issues between girlfriends: `All the great guys are never around. The sensitive ones get eaten.' Throwaway lines galore, whimsical comedy and light-fingered adventure makes this one pretty easy to watch. Also, food is so scarce for the nice vegetarians that they consider dandelions and pine cones as `good eating.' <br /><br />The vocal talents of Romano, Leguizamo and Leary make good on their personas, while the children will delight in their antics, the adults will fancy their riffs on their own talents. There is some mild violence and intense content, but kids will be jazzed by the excitement and will get one of their early introductions of the age-old battle of good versus evil, and family tradition and friendship are strong thematic ties. The animators also make majestic use of background landscapes that are coolly fantastic.<br /><br />",pos
467,"I find this film meretricious, tentative, lethargic, and skillfully a bad choice of entertainment on celluloid. But I admire the courage to throw away a script, turn the camera on, and act a fool. I find the inauspiciously performances, lighting, cinematography, sound, and whatever film school laws D' Urville Martin broke funny. Speaking from a film directors perspective there is times I just want to drop everything and have fun on the set. This film looks like fun. When other aspiring film directors ask me advice I just tell them to watch any film by Rudy Ray Moore. They always return a puzzled look asking me why not watch the masters Woody Allen, Scorsese, Lucas, Capra? I laugh and include that you always want to know what not to do in cinematic story telling first.",pos
468,"A different look at horror. The styling differences between American and Russian films is interesting. However from my American perspective this movie just wasn't that good. The protagonist, Marie played by Anastasia Hille wasn't a pleasant character and I had a hard time identifying with her. She was disagreeable most of the time and confused for much of what little time was left. Also too much time was spent in bringing her to the main location of the film. Then a long time passed before any real suspense built up. Once that happened it seemed volume was used as the main effect which was more annoying than anything else. The concept was more original than most Direct-to-video movies and they didn't use sex to make up for a thin plot. All in all I'd recommend it for renting, but not for theater goers.",neg
469,"This movie is hilarious. The laughs never stop. Every scene is packed to the limit with hilarious comedy. Chris Farley is a comic genius, and Spade plays his character to a tee. Farley was one of the best slap stick comics ever, and in this movie(as with all his movies) we see how much time and energy he devoted to portraying his character the way he saw fit. ""Tommy Boy"" is an excellent example of a comedy, it always makes me laugh, no matter how many times I have seen it before.",pos
470,"Probably the best picture Producers Releasing Corp ever made, this little horror piece rivets the attention from first to last. Director Frank Wisbar obviously knows a good story when he writes one and what's more important he knows how to realize its full shock potential on the screen. Not only is the plot involving and the characters fascinatingly drawn, but the setting is absolutely out of this world! Just about all the action takes place either at night or in the middle of a clinging, pervasive fog. This chilling atmosphere is augmented by Wisbar's inventive direction and the wholly convincing performances he has drawn from all his players. The lovely Rosemary La Planche makes an ideal heroine, beautiful, spirited yet vulnerable. Robert Barrat delivers his usual no-nonsense, straight-down-the-line portrait of the local bigwig, though it's hard to believe that the personable, good-looking guy who plays his son is none other than the later dullsville writer/director Blake Edwards.",pos
471,"Chang Cheh's ""Shaolin Temple"" might very well be the highwater mark of the Shaw Brothers martial arts film cycle. This rousing kung fu epic boasts an amazing cast - a veritable who's who of the Shaw stable. Though the plot is fairly standard and the fight choreography is superb as usual, it is Cheh's handling of the subject matter that makes this film remarkable and enjoyable. The sense of reverence displayed for the history and traditions of the Shaolin Temple is palpable in every frame. Not unlike William Keighley's paean to the fabled Fighting 69th in that same self titled film or John Ford's salute to West Point in ""The Long Gray Line,"" Cheh's ""Shaolin Temple"" is a lovingly crafted ode in that same style.<br /><br />The cultural correlation I am tempted to make, is to compare the Shaolin Temple to the Alamo. Watching this film will give the same admiring and nostalgic feelings that you experienced many years ago in grade school history when you learned of the courage and sacrifice of those doomed heroes of the Alamo. At the end of the film, you too might be tempted to call out, Remember the Shaolin Temple!",pos
472,"The summary provided by my cable TV guide made it sound a lot more interesting than it actually is. ""Slaughterhouse Rock"" is by far the worst horror film that I have ever seen, a title previously held by ""Urban Legends: Final Cut"". From its opening scene I could tell it's going to be really bad, but I was so bored that I couldn't care less. This film contains laughable acting, especially by the guy who's tormented in his dreams, incredible as in not credible plot twists, and some of the crappiest music I've heard, and I'm living in a period when the likes of Britney Spears and Nsync dominate the air waves. The biggest problem with ""Slaughterhouse Rock"" is that it's not funny. One would a film as dull and boring and so NOT scary as this would try to spice things up a bit with a few funny one-liners here and there, but no. We have Tormented Guy's self-centered friend trying to be funny, but came across as annoying instead. (spoiler) And please, do tell me, who in this crazy world is insane and self-loathing enough to visit a creepy jail in the middle of the night? No one! If you're going to make a horror movie, at least make it believable. This one is anything but.",neg
473,"Tiempo de valientes is a very fun action comedy.After his great fist movie called El fondo del mar and the spectacular TV pro-gramme Los simuladores,Damian Szifron made another great work.Tiempo de valientes looks,for moments,a movie made in Hollywood.Diego Peretti and Luis Luque are two great actors and here,they have great performances.The movie is very fun and funny and it has superb moments.Tiempo de valientes is a very fun action comedy that I totally recommend if you wanna have a great time.And I have to congrats Szifron for all the talent he has.<br /><br />Rating:9",pos
474,"I'm not sure why there are no articles or posters or anything about this film because I just saw it and thought it was AWESOME. I guess it's not for everyone because it's basically Kafka's ""The Trial"" meets ""Beevis and Butt-Head"", which is a pretty tough combination to swallow. Still, I thought it was great. If you're going to see it because you want a sequel to Office Space you're probably going to be disappointed. But if you want to see one of the most brutal, acid-tongued, and hilariously honest looks at where our society is headed you're in for a treat. I just saw the 8pm show opening night in Los Angeles and there were only 12 people in the theater, which means the film will probably be gone in a week. That's really a shame because, in its own way, Idiocracy is one of the best satires to come along in quite a while. But then again it's basically making fun of the people who make up about 99% of the movie-going audience so I guess it's no wonder the studio panicked and tried to dump it.",pos
475,"The moral of this show is that bad eating habits give people bad hair, bad taste in clothes, bad posture, bad jobs, and on and on. They are obviously miserable and loathe themselves. However, if they learn to eat broccoli, they will be wealthy, successful, and attractive. <br /><br />TLC ought to be ashamed of themselves for this blatant exploitation of parental fears and guilt. If nutrition is really that important, they should be able to develop a show using honest and truthful methods. If they really believed in their computer simulations, I'd like to see them do a double-blind test by finding some 40-year-olds, finding out what their eating and exercise habits were as children, and age-progressing the kids' photos. Then compare to the real things. Hey, that sounds like a project for Mythbusters! Discovery Channel--are you listening?<br /><br />TLC must stand for Tabloid Lies and Cons.",neg
476,"I had never heard of Dead Man's Bounty when I saw it at the DVD store a few weeks ago, and I thought I had stumbled upon an unrecognized gem, since it had Val Kilmer in it in a truly unique role. Sadly, it wasn't more than ten or fifteen minutes into the movie that I realized that this is a disaster of epic proportions. The first clue you will see of how genuinely awful this movie is comes near the beginning, when you have a bunch of dirtbags in an old saloon laughing like a bunch of hyenas in a scene that goes on about five times too long. It's unbelievable how bad it is. And sadly, it doesn't get any better.<br /><br />Val Kilmer is featured prominently on the movie's cover box, maybe to trick you into thinking that he has a role in the film, but unfortunately his bizarre role as a dead man is overlooked in favor of focusing on a bunch of half-wit crooks and the most inept conceptualization of a unique town sheriff that I've ever seen in a movie. He's played by Boguslaw Linda, who is unable to or uninterested in covering his Polish accent, immediately making it impossible that the movie is meant to take place in the American old west. <br /><br />Does Poland have this type of frontier past? I don't know. My knowledge of Polish history is not my strong point, but I can tell you this, The Sheriff, as he is known in the movie, is the worst representation of law enforcement that I can ever remember seeing in a movie. He is introduced in a truly ridiculous scene where he is wearing some kind of blindfold and a roomful of men take turns punching him in the face. Before they start hitting him, he explains that they can each hit him once, and then, after the first round, they will each hit him again, and if he can identify who is throwing the punches, they lose. What the hell is this crap? I am completely at a loss to explain why a scene like this would ever be put into any movie. <br /><br />Throughout the movie, the Sheriff continues to appear more and more beaten and bruised and drunk and battered, until ultimately he does nothing but show up occasionally, stumbling on screen and mumbling ""notwithout...the law"" You see, there is a lot of talk and preparation for a hanging, the details of which are as meaningless as the rest of the movie. <br /><br />It takes place, by the way, in a town that consists of nothing more than two ramshackle wooden buildings facing each other across a flattened bit of dirt that is more of a path than a road. My understanding is that it is a part of Poland that is supposed to look acceptably enough like the American southwest, where none of the characters, except maybe the dead guy, could possibly have come from.<br /><br />I have heard that Val Kilmer accepted the role because he was intrigued by his unique role, and also by director Uklanski's minimal use of dialogue in favor of a reliance on cleverly timed juxtaposition of images in unique visual montages. <br /><br />Yeah, whatever. <br /><br />Seems to me that Kilimer was unable to overcome what must have been the truly satisfying feeling that he must have gotten when he was offered the role. Personally, I would really feel that I had reached quite some level of success if someone approached me and offered me probably a few hundred thousand dollars to come and lay still for a while. I like to think that he didn't even read the script for this mess, because if he did I am at a total loss to understand why he accepted the role.<br /><br />At any rate, the movie opens with a man bringing in the corpse of a man, played by Kilmer, seeking the reward. Soon he finds himself embroiled in a ludicrous love story involving the town prostitute, the alcoholic Sheriff, and lots of mayhem involving a series of stupid, stupid characters. <br /><br />There is also a extensive and preposterous lack of understanding of American rituals. In one scene, a man cuts a cherry tomato in half and squishes the halves into Kilmer's eyes (for what reason, I can't imagine), and then later, a man makes a short speech over Kilmer's corpse, in which he explains that he was ""one of the finest men we ever had,"" and then he proceeds to lop his head off with a shovel. What the HELL?? <br /><br />Not convinced yet? Here are some more reasons not to watch it. In one scene the Sheriff appears to be covered with ash, except for the perfectly clean areas around his eyes and what can only possibly be described as bright red lipstick. A man gets a head wound that drenches his head and body in blood. In a daze, he cauterizes it with gunpowder. Smart. Near the end, the Sheriff appears to have a broken arm. Sitting at the bar, he puts a rope around his neck and connects it to his injured arm, and uses his good arm to pull on the rope, lifting his shaking beer glass in his bad arm to his mouth, rather than using his good arm to drink. Also smart. <br /><br />Why doesn't he just use his good arm? I have no idea. That, like everything else in the movie, makes no sense whatsoever, like the title. Summer Love? Are you kidding me? Avoid this mess at all costs. <br /><br />In the meantime, here's something for the IMDb Goofs page  <br /><br />Errors made by characters (possibly deliberate errors by the filmmakers) : This movie got made. HA!",neg
477,"Reed Diamond plays a man suffering from amnesia who's been in a mental asylum for over a decade after he was found wondering the back roads with blood on his hands. The doctors want to test out an experimental new drug that'll return his lost memories if it works. But when the drugs give him hallucinations of a demon, he chooses to escape instead. While outside he befriends a young boy whose stepfather (Greg Grunberg) mistreats his mother, won't let her near the darkroom in his basement & acts suspicious in general.<br /><br />While the general 'mystery' of the film is a tad easy to identify way before it's revealed, I found Mr. Diamond's acting to be enthralling enough to keep my attention throughout. (In the interest of full disclosure, I've been a huge fan of his since Homicide and his brief, but extremely pivotal, role in The Shield up through Journeyman & Dollhouse) Not a great film nor a good one, but serviceable enough. Although I did like it better than the previous films that I've seen from Director/writer Michael Hurst (Room 6, Pumkinhead 4, Mansquito)<br /><br />Eye Candy: one fleeting pair of boobs in a hallucination<br /><br />My Grade: C-",neg
478,"I rented this movie primarily because it had Meg Ryan in it, and I was disappointed to see that her role is really a mere supporting one. Not only is she not on screen much, but nothing her character does is essential to the plot. Her character could be written out of the story without changing it much.",neg
479,"I've no idea what dimwit from San Francisco came up with this stupid plot, but apparently they need to get off whatever drugs they are taking and put their analyst on danger money -- NOW.<br /><br />Yeah, this is a plausible story, if you regard the alien abduction sequence in ""Life of Brian"" as plausible.<br /><br />This film is little more than a leftist pipedream. Had the US and USSR give up nuclear weapons, the result would've been to eliminate the only real obstacle that kept the two from engaging in a war. Bad as Korea, Vietnam and other wars of the era were, they were ""proxy wars"" fought to keep the superpowers from a direct engagement.<br /><br />This film makes me think about how realistic it was when some group of high school kids would go on a hunger strike against nuclear proliferation. As if someone would say ""Mr. President, some kids at Drastic High are not eating!"" and Ronald Reagan would reply ""My God! I'd better revise my Defense policy!"" Right.<br /><br />Like this film? Wouldn't it be better if the Soviet Union would've collapsed because they could not support their massive arms build... wait, that happened!",neg
480,"WARNING:I advise anyone who has not seen the film yet to not read this comment.<br /><br />If you plan on watching this movie DON'T! I warn you... this movie is TERRIBLY boring and basically horrifying, not in the Horror movie kind of way, to watch. I mistook this Piranha movie for another Piranha movie and when I had noticed I made a mistake I decided to watch this one anyway. I wish I wouldn't have. This movie is so horrendous and so intolerable in every piece of material that I couldn't bare to let anyone say this movie was halfway decent. For one thing, this movie should be called A Boring Talk About Wilderness instead of Piranha. They only show piranhas ONCE! At the same time, the way this film sounds so poorly heard, I got sleepy only 20 minutes into the thing. At the end my mouth was hung wide open and I stared gloomily at the blank TV screen. It is a VERY poorly directed and badly filmed piece of junk that I was afraid I brain dysfunction after watching it...",neg
481,"I saw this movie when I was a little girl. And I have enjoyed it every time. Sure the graphics are a little cheesy, compared to now, but back in the 70's it was great. I saw it in the original Spanish version only and thought it was wonderful. That was how I remember my Christmases were with my family - magical. Santa Claus was amazing and I couldn't wait for him to come back each year.<br /><br />If you have a child/children and speak Spanish, bring them up watching this old fashioned version of ""Santa Claus"". It's a different version than we are used to today, but who says there is one way?<br /><br />It's a fun movie to watch. It teaches children good vs. bad. I don't know how the English subtitled version is or if there is an English one of this, but the Spanish is the best. Enjoy and Happy Holidays! Feliz Navidad!",pos
482,"What can you say about a short little film filled with secondary actors and no ""stars"", with absolutely no bad performances, not one poorly delivered line of dialog, and with the cold violence on one hand being balanced by the warm ""heart"" of the protagonists in the story? <br /><br />It's a jewel, a diamond, a little valuable gem of a western that evokes the spirit and legend of the American West. A West not settled by grand heroes like Hickock or Cody or Masterson or Earp, but by the spread of the everyday man and woman, farmers and ranch hands, merchants and miners and lumbermen, whores and barkeeps, and entertainers of the day, some looking for riches, some for peace and quiet, some for religious freedom. <br /><br />It is, perhaps, a very spiritual story, though not promoting any particular religion, for even the non-Mormon cowboys portrayed by Ben Johnson and Harry Carey Jr. act in kind and noble ways toward everybody in the story, regardless of religious affiliation and beliefs, and go out of their way to promote tolerance and charity when the wagon train comes upon the stranded medicine show people. And in true biblical fashion, like David and Goliath or Samson and the Philistines, they are the guardian angels sent to the wagon train who eventually have to go head to head with the evil incarnate Clegg clan, likening them to the serpent in the Garden of Eden, and regretting what it is they have to do afterward. It's a sweet folkloric tale of the West that hits every target John Ford takes aim at.<br /><br />Nowadays I have a western Santa Claus whose red outfit is covered with a denim drover coat, whose red stocking cap is replaced by a brown Stetson, who carries a burlap bag of presents and a coil of rope. To my Santa I added a Winchester rifle with a sling to put on one of his shoulders and a Colt revolver to tuck into his waistband. When people at the office ask why my Santa has to carry guns, I simply reply, ""Snakes!"" After all, isn't the spirit of the Christmas season one where everybody should get what they deserve? <br /><br />Fifty five years later, especially post-911, the philosophies and attributes demonstrated by the characters and story of this movie are still as relevant today as they were back then.",pos
483,"I was lucky enough to see this at this years Tribeca film festival. I was stunned by how well made and how entertaining this wonderful little film was. Director Griffin Dunne has done a great job assembling this film that has several characters and several story lines that blend so smoothly and seamlessly. The main story involves the family and it is very thought-provoking and entertaining story that involved the viewer in every scene. The film as a whole has credibility and integrity, yet still has that commercial edge - an ""indie"" movie for the masses if you like. The performances by the cast are all excellent but it is Diane Lane who shines the brightest. Diane Lane is simply sensational in this wonderful film and should be Oscar nominated. Early days I know, but Lane acts her socks off here.",pos
484,"I viewed the first two nights before coming to IMDb looking for some actor info. I saw the 9+ rating which surprised me since I was not that impressed by what I'd seen. (As reference, I happen to believe Lonesome Dove was the best TV western ever. I grew up next to the MGM back lots in Culver City in the 50s and have a certain sense of reverence about the Western genre.) <br /><br />So I saw the glowing first review and decided to read ""more"". There I found several reviews with 1 or 2 stars that summed up my feelings well about the lack of character development, poor editing, feeling that it was shot on the Universal back lot (MGM's is long gone), and overall impression that it was not going to come close to changing my feelings about LD. My impression is that the overwhelming vote of those who chose to write was ""less than a 4.0"".<br /><br />This got me to wondering about the process that yields a 9+ rating. If the people giving the 10s and 9s do not take the time to justify their vote, is the ballot box being stuffed by people with a monetary motivation? I have long used IMDb as one tool to screen movies and thought it the best available. Now I am not so sure.",neg
485,"When i first saw the movie being advertised i thought it was going to be another Disney movie that almost goes straight to video. I finally got around and rented it. I thought it was going to be bad because i couldn't see Shia in any other role than his recently cancelled show ""Even Stevens"". When i turned it on i was ready to turn it off from boredom in about ten minutes. It started a bit slow and i couldn't understand the beginning because the years didn't make sense then they explained that later in the show so i was relieved of wondering about that. All and all i thought it was a good movie and i would recommend it. The cast was top notch and even though i'm not a fan of golf it easily kept my attention with a good plot.",pos
486,"The arrival of White Men in Arctic Canada challenges the freedom of a fearless ESKIMO hunter.<br /><br />W. S. Van Dyke, MGM's peripatetic director, was responsible for this fascinating look at life in the Arctic among the Inuit. His production was on location filming from April 1932 until November 1933 (although some annoying rear projection effects show that some of the shooting took place back at the Studio). While considered a documentary at the time, we would likely term it a 'docudrama' as it is scripted with an intriguing plot & storyline.<br /><br />The film shows the daily life of the Eskimo, both Winter & Summer, and in fact starts in the warmer time of the year without any snow or ice in sight. The constant striving for food is depicted, and the viewer gets to watch the exciting hunts for walrus, polar bear, whale & caribou. The native language is used throughout, with the use of title cards; the only English is spoken by the fishermen & Mounties encountered by the Eskimo. In fact, it is the arrival of White Men, both good & bad, and the change they make on Eskimo society, which is a major element in the narrative.<br /><br />This Pre-Code film deals in a refreshingly frank manner with the Eskimo moral code, particularly with their practice of wife-sharing, which was an important and completely innocent part of their culture. In fact, the entire film can be appreciated as a valuable look at a way of life which was rapidly disappearing even in the early 1930's.<br /><br />None of the cast receives screen credit, which is a shame as there are some notable performances. Foremost among them is that of Ray Wise, playing the leading role of Mala the Eskimo. Wise (1906-1952) was an Alaskan Native of Inuit ancestry and is absolutely splendid and perfectly believable in what was a very demanding part. As handsome as any Hollywood star, he would continue acting, using the name of Ray Mala, in a sporadic film career, often in tiny unbilled roles.<br /><br />Lovely Japanese-Hawaiian actress Lotus Long plays Mala's loyal second wife; the names of the fine actresses playing his other two wives are now obscure. Director Woody Van Dyke steps in front of the cameras as a strict North West Mounted Police inspector. The two decent-hearted Mounties who must deliver Mala to Canadian justice are played by Joe Sawyer & Edgar Dearing, both longtime movie character actors. Danish author Peter Freuchen, upon whose books the film was based, has a short vivid role of an evil wooden-legged sea captain who unwisely rouses Mala's icy wrath.",pos
487,"""Where to begin, where to begin . . ?(Savannah in the episode ""Gimme Shelter"")"" To disabuse: Fox/Viacom does not, at this point in time, have any intention of releasing THE show on DVD. But be not downhearted! That you are reading this reveals that the magic lingers fifteen years on . . . And small wonder. This was post-modern television, a valiant attempt to visualize magical realism. 'neath the blue patina, charm, and brio were scripts bursting with symbolism and metaphor, music that actually interacted with scenes! And, ultimately, an attempt, however doomed, to recapture one's belief in innocence, to reclaim Eden, as it were . . . It's potency is perhaps best attested to by the fact that even as we, umm, type, a book is being written about the show wherein will be found the thoughts, fancies, and reminiscences of many of the show's actors, writers, directors, and producers. In the meanwhiles . . . anyone desirous of once again visiting the end of the world and reacquainting themselves with Seamus, Sheriff Cody, Savannah, et al . . . should not hesitate to contact me, I may be able to make you a copy. ""Angels in the spray, wizards in the palm trees . . .""",pos
